<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
QCOM;D;250306;000000;154.11;157.88;154.09;156.01;3686708
QCOM;D;250307;000000;155.22;161.82;155.22;161.19;4128357
QCOM;D;250310;000000;157.35;159.255;152.61;155.06;4632888
QCOM;D;250311;000000;154.85;156.2275;150.86;152.98;3533457
QCOM;D;250312;000000;154.21;155.86;151.92;152.78;3433760
QCOM;D;250313;000000;152.595;155.63;150.42;151.95;2846318
QCOM;D;250314;000000;153.56;156.95;153.54;156.52;2373442
QCOM;D;250317;000000;155.6;158.72;155.44;157.85;2526046
QCOM;D;250318;000000;157.95;159.73;155.9233;156.34;3150337
QCOM;D;250319;000000;156.43;160.515;155.06;158.23;2556098
QCOM;D;250320;000000;158;159.12;156.52;157.93;1993511
QCOM;D;250321;000000;154.98;157.416;153.56;156.82;3052225
QCOM;D;250324;000000;160;161;158.8;160;2354379
QCOM;D;250325;000000;159.88;161.47;159.42;160.16;1786643
QCOM;D;250326;000000;159.45;160.81;156.85;158.4;2575714
QCOM;D;250327;000000;158.21;159.25;155.75;157.99;2272355
QCOM;D;250328;000000;156.92;157.64;151.56;152.69;2993109
QCOM;D;250331;000000;150.805;153.85;147.88;153.55;3381655
QCOM;D;250401;000000;152.39;153.32;150.265;153.04;2502252
QCOM;D;250402;000000;150.79;155.46;150.37;154.07;2295847
QCOM;D;250403;000000;147;147.4;138.56;139.47;9155265
QCOM;D;250404;000000;134.34;135.86;126.68;127.45;10159608
QCOM;D;250407;000000;124.59;137.2;120.8019;129.84;9354792
QCOM;D;250408;000000;131.13;135.29;121.74;124.8;8193297
QCOM;D;250409;000000;125.155;144.86;124.19;143.46;10313052
QCOM;D;250410;000000;137.01;139.0599;129.29;134.48;7330366
QCOM;D;250411;000000;134;140.65;131.11;139.24;6045587
QCOM;D;250414;000000;142.75;143.11;136.83;139.15;3730694
QCOM;D;250415;000000;139.46;140.835;138.03;138.53;3546778
QCOM;D;250416;000000;133.68;137.31;131.79;135.75;4395903
QCOM;D;250417;000000;137.38;138.15;135.71;136.65;3721862
QCOM;D;250421;000000;134.73;136.55;133.36;136.11;3376187
QCOM;D;250422;000000;136.745;139.1;136.49;138.74;3339856
QCOM;D;250423;000000;142.58;143.88;139.78;140.45;4382231
QCOM;D;250424;000000;142.78;147.82;141.99;147.16;4328938
QCOM;D;250425;000000;146.08;149.2;146.08;148.55;2478869
QCOM;D;250428;000000;148.18;149.3;145.4398;147.62;4013540
QCOM;D;250429;000000;146.66;148.26;145.52;146.88;4500244
QCOM;D;250430;000000;145.195;148.85;143.88;148.46;6524608
QCOM;D;250501;000000;138.785;138.96;134.87;135.179;15529313
QCOM;D;250502;000000;137.85;141.41;137.29;139.81;9559841
QCOM;D;250505;000000;138.3;140.77;138.29;139.44;4972356
QCOM;D;250506;000000;137.82;140.8;137.46;139.9;5143239
QCOM;D;250507;000000;140.38;144.7;140.245;144.3;6714581
QCOM;D;250508;000000;145.64;147.5;143.89;145.1;5971100
QCOM;D;250509;000000;145.66;146.983;144.6;145.18;4470510
QCOM;D;250512;000000;154.08;154.36;149.83;152.12;8203179
QCOM;D;250513;000000;152.005;153.29;150.96;151.34;7133915
QCOM;D;250514;000000;151.925;153.27;150.43;152.98;4280512
QCOM;D;250515;000000;151.71;153.39;150.18;152.61;4724698
QCOM;D;250516;000000;152.87;153.055;151.3;152.5;4382563
QCOM;D;250519;000000;150.55;153.82;150.11;153.7;4912596
QCOM;D;250520;000000;153.035;153.89;151.925;153.82;3584242
QCOM;D;250521;000000;153.58;156.13;150.8308;151.31;6715554
QCOM;D;250522;000000;151.39;151.58;147.22;147.37;5582862
QCOM;D;250523;000000;143.42;146.485;141.77;145.38;5688175
QCOM;D;250527;000000;147.55;149.35;146.43;148.63;7518333
QCOM;D;250528;000000;148.82;149.49;147.36;147.6;4557531
QCOM;D;250529;000000;149.86;150.4999;147.24;148.34;3455162
QCOM;D;250530;000000;148;148.02;143.48;145.2;8134559
QCOM;D;250602;000000;144.8;147.205;144.48;146.63;3773252
QCOM;D;250603;000000;146.71;149.78;145.515;148.94;4162820
QCOM;D;250604;000000;150;150.05;147.3826;149.05;4052276
QCOM;D;250605;000000;148.8;150.08;147;147.56;3812598
QCOM;D;250606;000000;149.25;150.59;149.05;149.24;4146493
QCOM;D;250609;000000;151.81;156.12;151.1685;155.41;6795301
QCOM;D;250610;000000;156.19;159.51;155.07;159.138;5525601
QCOM;D;250611;000000;160;162.14;157.7;159.48;6034244
QCOM;D;250612;000000;159;159.61;157.95;158.7;3566195
QCOM;D;250613;000000;156.34;157.17;154.44;154.72;5516016
QCOM;D;250616;000000;157.03;158.45;155.64;156.87;5743092
QCOM;D;250617;000000;156.65;157.58;154.39;154.46;4358613
QCOM;D;250618;000000;155;156.0994;153.15;153.63;4155530
QCOM;D;250620;000000;154.23;155.12;150.63;151.302;8915256
QCOM;D;250623;000000;151.23;153.52;149.683;153.138;3734701
QCOM;D;250624;000000;154.73;156.3;154.15;155.71;5241986
QCOM;D;250625;000000;156.1;156.5317;154.59;155.93;3189290
QCOM;D;250626;000000;156.5;158.42;155.91;158.19;4172056
QCOM;D;250627;000000;158.65;161.1;157.57;158.54;11941836
QCOM;D;250630;000000;159.65;159.86;157.8;159.26;4735362
QCOM;D;250701;000000;158.22;161.65;157.98;159.4;5960650
QCOM;D;250702;000000;159.68;162.79;158.8;162.32;5959041
QCOM;D;250703;000000;163.045;163.9573;162.09;162.21;2845126
QCOM;D;250707;000000;161.11;161.49;157.57;158.09;4940100
QCOM;D;250708;000000;159.47;161.83;158.61;159.45;4480982
QCOM;D;250709;000000;159.4;161.4838;158.25;159.35;2763713
QCOM;D;250710;000000;158.99;160.29;157.79;159.09;3855005
QCOM;D;250711;000000;159;159.17;157.15;157.46;3887065
QCOM;D;250714;000000;156.42;156.495;153.48;154.29;5093498
QCOM;D;250715;000000;156.29;156.71;154.12;154.3;4438371
QCOM;D;250716;000000;154.3;154.5;151.5401;154.07;4674769
QCOM;D;250717;000000;153;153.5299;151.8;152.61;4379934
QCOM;D;250718;000000;153.04;155.43;152.73;154.8;3981902
QCOM;D;250721;000000;154.92;159.93;154.91;158.97;4777949
QCOM;D;250722;000000;158.955;159.04;156.17;157.99;4597594
QCOM;D;250723;000000;158.59;160.04;156.93;159.88;4195467
QCOM;D;250724;000000;158.345;159.09;156.789;158.84;3206537
QCOM;D;250725;000000;158.9;159.2;157.41;158.4;2848264
QCOM;D;250728;000000;159.76;161.96;159.16;161.05;5497923
QCOM;D;250729;000000;162.035;163.6;161.14;162.08;5670296
QCOM;D;250730;000000;163;163.27;158;159.06;9132619
QCOM;D;250731;000000;153.11;156.8039;145.5776;146.76;16502430
QCOM;D;250801;000000;146.46;149.165;145.79;148.19;8167596
QCOM;D;250804;000000;148.51;150.79;147.075;147.51;5423743
QCOM;D;250805;000000;148.52;148.65;145.67;146.71;4659960
QCOM;D;250806;000000;146.645;146.71;144.11;145.84;5625818
QCOM;D;250807;000000;148.32;148.32;144.81;145.9;4390681
QCOM;D;250808;000000;146.35;148.02;145.69;147.56;3511198
QCOM;D;250811;000000;148.575;151.06;147.71;147.97;4254688
QCOM;D;250812;000000;148.795;153.9;148.565;153.73;6163492
QCOM;D;250813;000000;153.97;157.11;153.63;156.59;4731983
QCOM;D;250814;000000;154.9;158.65;154.9;158.09;4077591
QCOM;D;250815;000000;158.04;159.26;156.6908;157.85;4862723
QCOM;D;250818;000000;157.78;159.75;157.24;158.909;2837146
QCOM;D;250819;000000;159.07;159.43;156.05;156.25;4076198
QCOM;D;250820;000000;156.39;156.64;153.46;155.44;4385245
QCOM;D;250821;000000;154.82;155.2;153.05;154.13;3162115
QCOM;D;250822;000000;154.83;159.89;154.56;158.01;5195075
QCOM;D;250825;000000;157.61;158.05;155.4;156.42;2993667
QCOM;D;250826;000000;157.66;159.96;157.41;159.17;6440203
QCOM;D;250827;000000;158.36;159.97;157.8;159.77;2919023
QCOM;D;250828;000000;159.905;161.22;159.03;160.8;4855870
QCOM;D;250829;000000;159.53;161.595;159.4;160.73;4910277
QCOM;D;250902;000000;157.82;158.94;154.6;158.78;4743651
QCOM;D;250903;000000;159.395;159.57;156.06;157.28;3851179
QCOM;D;250904;000000;156.2;159.86;154.47;159.71;4949397
QCOM;D;250905;000000;160.08;163.49;159.15;159.84;4455859
QCOM;D;250908;000000;160.29;160.29;158.01;160.24;4664406
QCOM;D;250909;000000;160.37;161.605;157.57;158.679;4084556
QCOM;D;250910;000000;158.62;159.21;156.6101;158.989;4917527
QCOM;D;250911;000000;159.19;162.07;157.96;161.51;5118188
QCOM;D;250912;000000;161.33;162.33;159.58;161.83;3097517
QCOM;D;250915;000000;161.4;162.68;160.21;161.22;3445187
QCOM;D;250916;000000;161.82;165;161.5;164.111;4867442
QCOM;D;250917;000000;164.68;166.3688;163.23;165.201;3690508
QCOM;D;250918;000000;166.88;168.86;166.225;168.13;6406375
QCOM;D;250919;000000;169.17;169.58;166.29;166.83;13022036
QCOM;D;250922;000000;166.85;170.22;165.92;169.679;4028763
QCOM;D;250923;000000;169.82;170.8476;168.3;169.53;3403189
QCOM;D;250924;000000;169.05;174.44;168.67;173.55;6060684
QCOM;D;250925;000000;171.21;171.97;167.935;169.677;5128364
QCOM;D;250926;000000;169.68;170.93;168.1325;169.2;2660826
QCOM;D;250929;000000;169.2;169.84;164.76;165.32;4545305
QCOM;D;250930;000000;165.64;166.8356;164.8796;166.36;3383999
QCOM;D;251001;000000;165.8;166.77;164.49;166.49;3484445
QCOM;D;251002;000000;167.75;169.54;167.18;168.85;3319797
QCOM;D;251003;000000;168.85;171.75;168.74;169.18;2905439
QCOM;D;251006;000000;170.54;170.88;167.72;168.62;4773574
QCOM;D;251007;000000;169.9;171.98;165.14;165.459;4359829
QCOM;D;251008;000000;166.24;168.55;163.885;167.77;4355157
QCOM;D;251009;000000;167.365;167.61;163.23;165.66;4525558
QCOM;D;251010;000000;164.82;165.09;153.35;153.515;10305911
QCOM;D;251013;000000;155.95;162.39;155.78;161.78;6832860
QCOM;D;251014;000000;159.3;164.265;159.265;161.74;5011602
QCOM;D;251015;000000;164.24;164.24;160.31;162.97;5003886
QCOM;D;251016;000000;164.49;165.189;162.21;164.08;3583702
QCOM;D;251017;000000;162.86;163.79;161.67;163.45;3027215
QCOM;D;251020;000000;163.34;167.65;162.06;167.04;5059530
QCOM;D;251021;000000;166.8;169.24;166.2;168.83;3379703
QCOM;D;251022;000000;167.49;169.78;166.02;169.27;5912729
QCOM;D;251023;000000;168.33;171.25;167.88;170.03;4017271
QCOM;D;251024;000000;171.69;172.42;168.47;168.94;4077295
QCOM;D;251027;000000;168.95;205.95;168.82;187.68;58701036
QCOM;D;251028;000000;183.925;185.91;179.41;181.03;13869448
QCOM;D;251029;000000;182;183.49;178.2;178.67;7313350
QCOM;D;251030;000000;178.68;179.88;177.19;177.26;4993995
QCOM;D;251031;000000;178.52;182.15;176.83;180.9;6183043
QCOM;D;251103;000000;182.95;183.45;179.09;180.72;5403385
QCOM;D;251104;000000;177.48;179.34;172.29;172.84;7785277
QCOM;D;251105;000000;174.76;183.429;174.32;179.72;12033195
QCOM;D;251106;000000;177.8;178.51;170.06;173.2;10331329
QCOM;D;251107;000000;172.725;174.25;168.25;170.89;7114062
QCOM;D;251110;000000;173.755;174.7975;169.5;171.57;7018063
QCOM;D;251111;000000;171;175.98;171;173.98;5539768
QCOM;D;251112;000000;175;177.42;174.88;176.67;6043017
QCOM;D;251113;000000;176.63;178.83;173.03;174.5;5952750
QCOM;D;251114;000000;171.775;175.69;171.4;173.98;4853457
QCOM;D;251117;000000;172.8;174.84;165.17;166.75;7026763
QCOM;D;251118;000000;164.89;166.79;161.39;165.06;7228745
QCOM;D;251119;000000;164.69;167.51;164.11;166.11;5318241
QCOM;D;251120;000000;167.13;168.88;158.85;159.59;8434340
QCOM;D;251121;000000;160.75;165.27;159.1;163.3;7014412
QCOM;D;251124;000000;164.37;166.94;163.72;165.06;7311331
QCOM;D;251125;000000;163.99;164.97;161.8739;163.3;4712537
QCOM;D;251126;000000;164.12;166.25;163.15;165.14;5514012
QCOM;D;251128;000000;165.03;168.19;164.13;168.03;3579595
QCOM;D;251201;000000;165.91;169.03;165.5;168.04;4183729
QCOM;D;251202;000000;168.75;171.17;167.64;170.7;6178619
QCOM;D;251203;000000;170.9;175.09;170.35;175.07;4888750
QCOM;D;251204;000000;174.33;174.93;173.23;174.35;4994500
QCOM;D;251205;000000;174.74;177.25;174.5;174.81;5775738
QCOM;D;251208;000000;174.74;175.5;173.72;175.31;3997968
QCOM;D;251209;000000;174.5;176.348;172.32;176;4432684
QCOM;D;251210;000000;175.81;183.44;175.252;182.21;6898800
QCOM;D;251211;000000;181.37;181.64;178.09;181.27;4084227
QCOM;D;251212;000000;181.245;183.11;177.87;178.29;5565591
QCOM;D;251215;000000;179.715;180.31;176.39;179.26;4681938
QCOM;D;251216;000000;179.185;179.185;174.81;176.12;4646118
QCOM;D;251217;000000;176.12;177.48;172.05;172.34;5665547
QCOM;D;251218;000000;175.71;177.08;173.525;174.19;5947427
QCOM;D;251219;000000;174.44;177.19;174.2;175.25;15487079
QCOM;D;251222;000000;177.555;178.3192;173.895;174.22;3522890
QCOM;D;251223;000000;173.61;175.27;173.51;174.75;2563972
QCOM;D;251224;000000;175.04;175.49;174.415;174.77;1022449
QCOM;D;251226;000000;175;175.5;174.35;174.81;1723242
QCOM;D;251229;000000;174.01;175.19;172.79;173.43;2027942
QCOM;D;251230;000000;174.06;174.4;173.34;173.65;1763028
QCOM;D;251231;000000;173.61;173.775;171.01;171.05;2916149
QCOM;D;260102;000000;173.798;174.68;172.2;172.98;4363046
